# LFJ aggregator swap txs for router e2e testing (15000 txs)
# Format: txHash  # block
0x0079293f9b7d97cd6000a4c09891589e4bad8f5cd7f7601ac8e618cf3c718726  # block 79990444
0x007ed59c99f22a1806c4bc8d7839e9b1af8a04e70f5be0808722f3ab7da90c9b  # block 78861401
0x007f3448237766e3cd8469aec0c4310b0395f6f1e1ed60e2114ab60c6ba78497  # block 79528124
0x008675455297b1c0d08456e16c61c4543355a2522259454333126570fdd4c0e7  # block 78653280
0x008bfd145ea0f65de73aae7d50db69668785de0e8cdb63570e3cd48c36ec8736  # block 79197692
0x008d2dca7e786e83a727c174669faef1c8849287b636a04be2604ca562d8e15b  # block 79397241
0x00923de5bbec4af01ef00ab493227ae34edc8bb13163e1a3998dee17d697610f  # block 79827605
0x0093fb75f8afb2fdeaa0666913d02e5241e595b0871a5514069c432a2570f301  # block 78455025
0x0099acac2af3fa6f369f3372e11050d0fc4f0d0fc47cb3875885637251d37f21  # block 80262684
0x009b415971844e54f3f3854e653211df0ac08de0bfc682640669458baf76cdba  # block 79258252
0x00a12305986ccac805174bac92f9798d51c6d539c1b16205626ece784ff33056  # block 79040288
0x00a9690c8e9f3194531dd79e6005492972e52422cc6302bbe3af6b824ffdf54a  # block 79790597
0x00a9fcea2318b9cd61c4dc6257184c6e44b88d83cba9bf7c19c116a2bb3c1e90  # block 80215263
0x00b48e4b812afc2e0ee3870750c63c8744981a8966637d7f57cfcb01cd1f1fcb  # block 80369880
0x00b8129726c5a752f1fc6e8597b54ae054acc72e91e72037b59f283834a72662  # block 78688614
0x00b8ae8cba16a25bd41523dd82b0b3caeade477402a520696e8116d91c6636e9  # block 78756522
0x00c064370cc7ef98b1313a6fc0c99f1d8ce154919d0633e8f4afffc03ebc8ff8  # block 79581628
0x00c2bf1a652d79c12031fc4b4845495f75a8b8fed897999a2d0d5ead0854afcf  # block 80171854
0x00c74fcaca675db15625fa77fde3a088b16a0c97c69276d4a5facfda9582e869  # block 80239160
0x00c8da47d22560c6db46ff809a30a7c9dac14ea29cde300e7dd1a1ca21a39c23  # block 78885865
0x00cba2c681842fae8ce35c98956ffa22a03f69836a91a6d57abb2cfa0c40d37a  # block 80276133
0x00cd046a67f9499b2addc5e8840eae21e3b307913acc69f2960a79a83398bbec  # block 80346480
0x00cd551453f709874b351ff5a1f7ab5cf499ace13fedba74b4bebaba17a10cd7  # block 79790324
0x00d7682e02d86b653c83bf12db0f9193cbe98968430050a243e6ecb1114eb62c  # block 78627034
0x00d7f6670f288806d812ac32db0db713d28b9b2b6cb13febb93587772a14bf29  # block 78854461
0x00da2b9604252de5d2aae5a979ec506b0ae2de30f7501a7823073aa3fef1f032  # block 79058912
0x00de3ca55da77d0a8f5b8d1f4bc5dca18bb71b2f4d6896032dad6328052b2949  # block 79833186
0x00e2094b8a02e61b4db49dd55a3e00b72a85d63724b9ac52d680d2bc4c511f32  # block 78565960
0x00e40ca65fc0b537c2650d8f1f533dbcb32fa6a1c50397410ecd46d3a65431e8  # block 79960896
0x00e7fe7f94e549ce4f5940d4cca28d5e690857f0e24495eb21cab12a6eaeb674  # block 78946421
0x00ea1a35d27060d63c5b555434796ca83c9564e08f6991d20c761020aad074d9  # block 78851626
0x00eb0d2ee7eb0676de347f2364a33f5dee24c3ec7c9484b2a6b8fee4f4b9540c  # block 78440387
0x00f007206fdcb002c193e4ea1b814c058a00468193f0f3c206db55ab0e64dbd3  # block 78964444
0x00f32e758786d75b3c36dda2af0fc2827ebc5a3a98d5b1b867d2d5e8ecccde2b  # block 79116114
0x00f35a8240499326f3a384f16e463c5d89042b64df1e3f473f3da444488c4f3a  # block 78794223
0x00fbe8f4f7751a7167fe6a3e51a760d177974c845cdc883febe9e47f2abb3df7  # block 80358306
0x00fd1c78ef5181ab9eb4b12efbf8692ac193f15dc0590a7ee8564dd28e945826  # block 79062661
0x00ff5e6f56b4fee2d7ba0436e4d98504e63f95e77224a959fdde5ffd34747cda  # block 78752173
0x01059f796c56aa0a8ff3c3be339d9bcf6663d7c08db829bb4fa792cb0e99d7d9  # block 80475574
0x0107131d00fc1e75d04ec126c5ab15dcbab8dc5dbbd33ffd15607302a42d3036  # block 80279441
0x0108424c89ef2f35b62bbce4b2b5c6e3ddef42cdcbc35e93542032aae2445229  # block 79030660
0x01097aa9579f4b23afa7bac9f802dfc35df7e7775885b59c31241764d4770558  # block 78734002
0x010afcdc71b7c2fbba697f58ef8fe2b651ef7e06393c4e26b1f87c067dd34ac0  # block 79145070
0x010b027c769e1b0f1b4f40bb3a1e60affa9f844a8fb6c0283b4a744d865011f1  # block 79286367
0x010b40e631c926c818dc74f8221927beccbdf7d64c4f073d976ee58e3c6e8213  # block 78469463
0x010c3c89d51e0e5dbb1afd6ed627266e072f418584262032af04746064ba6a89  # block 79545282
0x010d9d4cff334b182f32367836e7562582a77387072d505c551baff3ae76aec8  # block 79359304
0x010efe1a6a8910a60d5ebfa3e19e22cbcb6b17ea4170fb3310f300a297a9822a  # block 78847090
0x01158ba64aa4a982d33a4654424efced60a3d9642661265bf8265b0c5505693a  # block 78772726
0x01163c7bb60e79cf76665877330f085f5b93cca3a832a73d6df489996b3dc136  # block 80593441
0x011dcb88a6591a754880cc462a71f66d71559afa0bed5a15271a55152e1a17f6  # block 78648901
0x011e48891d08c8438d0a192b7b922e0e760151d726f0f2d3e9871dd8e27f3655  # block 80577653
0x011e568975b237a9eac98787b54c5b7ad414a366156264a88fd6482448d9a93d  # block 80458607
0x011fa6e9b7bb991453794630bc112715a4a4ca96811818d583b3b42c0b6c0fe7  # block 79231301
0x01206a2a01bb2bff9b0172f383e02811c5582b955c682b2115ff5d32457c3579  # block 79378452
0x0129981e799f3fe591c7e7562af63f966c9babd2400d44125c3ea428e8b72393  # block 79271462
0x012be940afedf9773ee2edde333fa1dd7b2bd42e4787a71a7e73f60df069d048  # block 78481165
0x0130fab69044f681b80665770da0891e3d0a61cd116f0febe78a7819eaedde4c  # block 78802072
0x01318231a5950a143de7f1d745f3a460de98a2ba94d76de68f18b3ef4ffd848d  # block 78518559
0x013e2879aabfb5dc382b4559220b89966293e3b9c0f24ae8299f959cc55bb2e0  # block 78482765
0x01411e167d90638f49e8bad1a298e813ec79aa5e25108dcb30a669087c03b563  # block 79934462
0x01428625f8b9907d579a156184ccce934249708068ffcbfd0ece4818fd595689  # block 80253766
0x014bc8f10cf7813279ddcdb12baf4399ef6476903b43e9c57a98c66fa9f07c47  # block 78962094
0x014cc215620758f048b6c71139cd415d4d7f2e80329ddd1cd23842010758ca6e  # block 79910828
0x0155cc62eefd35d0f3e62133c8594bcbee0efc870c9b79ce99ed0467452e9fa1  # block 79955049
0x015d08bf6e0afcacc547d9fa5833579a05fc8cb6d0967ea24344daa49308ee9a  # block 78912627
0x015d7db497dd41de773c3ae77913427d297a87a2c18c021946c46d6c2949ec10  # block 79869319
0x015e587a853cddbb7d746617d8f0e5402b9c55bbb8aa7027cc86a00fdf999216  # block 79870647
0x015f7e24c69ced2b2a59378d640033a1cdfa631ee94ce250c499718e5f435a8e  # block 80361242
0x01638db2abdb380857885f2278c4c57425613471848609eb5ff8dac045d9178f  # block 79806433
0x0166e7249cf8e5bc64f240168f1234a43be976db029037d557b30df26a3c7cb3  # block 78520136
0x01679a71398947e38f7a7c8fc17328a6ae08903d0ff2e4fc80296b3261ca84fe  # block 78709678
0x016827e60e188fc0af1da05f309cf1dd700284363757d73fa0a50ed73a114537  # block 79689533
0x016fc2b8c195f9311e0b97b7e875b92e227f6c99e96cfb1a82349a0b798a5680  # block 78545513
0x017084227e9f22834c2f2e2c14297474bdd2ad79c29eade381bed300add44203  # block 80544607
0x0170d17ed21dbe7537bb61d2676261e40c025d185af52b8a16aa820c120ddb2c  # block 78467609
0x017544996f3b1f5ffed9d3666cf65f2f4331c013c0ebdcc68d9f7173b8e9e2af  # block 78644809
0x0175e453f89f8ba7ec072c50896c090342b555591cd366972ad82d4d933bd549  # block 80151372
0x01769aae5e05eadb83876a9e9ae82a2be12a1fa00c6e7568d5adc2286b8c1299  # block 78511956
0x0181a06d6dfacbc2dbe9a41a3ce181399c0413bf49f17ae3d90eb16dab09a06c  # block 79529853
0x01851126e38b7b3b3ecfda20b0e3711bcd639e082ead250e1f485b09cd5c417b  # block 79019465
0x0188174a227be8e341a835ec27bba3ca67cfccd5cd450fcba2b6083e157f37f7  # block 79613148
0x018f2f5851d569d76c2f9b3ea66f285cdbf9cb4e808df3aee1fabebcc6ee0dca  # block 79207024
0x01932270066cd7786cff3f0825c335185af417a46933f9193a3ae68105264099  # block 80383485
0x0194c72d0b697ee1cae54d5411675d8a74d33afea6807b2eb08e2194bf3e423c  # block 79385105
0x019681002386c487ea0e0f86cfb0b903b97792506e82ddf5d61643707c292556  # block 79816153
0x019bc43c38c47e7afac7dce77bc69998567c1518f9c94d857f71b434edde8f87  # block 79847471
0x019ebbad70cd8af3478bb9e5ccf9c5db93935be55236d1d392c7b974678e42a9  # block 78557857
0x01a5fd701bff0fc6dd501a931f6a830ff2caf63ae2b96bbe15938b9e84a8d8e8  # block 79532205
0x01a9d29a7db2ac77eb4f6f4af34586da4ae8cb993ac89a5f904282ce3e367c49  # block 78705623
0x01aaaa715c9c158c005c7fae9aef8e57b47e3a8b712a2cd4168f7c393f1e4325  # block 80506108
0x01ab7a3fa407716167c9a28368f0b981eab2e4d74134b181f59e3d1c4c1e29bc  # block 79216243
0x01ae5792cd9d2ac4c3a9d4f44f8f6303772e793ce972dabcc730b2d2e2dc1d57  # block 79718107
0x01b10ed575ba06f997f5dde078e5a82abe1790855bbcd73458d1ab7bb9f0dabe  # block 79167608
0x01b4902c1eeadacdf049c77515a0f3820e554100f06c485a6cfafe7f15327700  # block 78497014
0x01b6b0e6a273e6093d9d641e763702aaf2c3c3566ff81bba867a363e3fd9337c  # block 79714403
0x01b93ae2780006e434fb6b4d4415b1f989424eac42675ee27833d1d7ccefa9ad  # block 79830664
0x01be4a96bfcd6daa59afad38a8a20fceaf253fe29054e1e0967c263299e7c9be  # block 79067976
0x01c330ebce478c3e62c7b90437388dcde2e9395b4d8c7c345f9163c59ff3cee1  # block 79936729
0x01cbe902c31cedba50a03bd07c7578f8685f62f721e79419baed5cca739fcdb2  # block 80304804
0x01dc8edafee33f636f37256cd8a22a7554348a1344ed28d2089118a14a89fc60  # block 78979302
0x01dd6e364bb9d6806d775ce6cfa7580be613482701cbdb4ccd8540eef2eef44e  # block 79137515
0x01e8e491c106f9dde678dd7c535f593583df78e449929402b38243370d0476a4  # block 78982969
0x01eaaf8421cfadb5adc8f3e95fc46837244042c44c3371d41a07c4320fa1f0a0  # block 80525303
0x01f11b3e0b97500e18b24ff5b9e3f06c2397526025a3dc095c5e403f7c242e5e  # block 79158874
0x01f1d76151fa02037c56106232bd23a56da6631d56b103964d2527c90f310fce  # block 80474623
0x01f8c9d8768237f0fbe7a8edb99e9ce63e17b93910c0e1eb4dc053d155bedfa3  # block 79194285
0x01feee165f2afd09a948abb1f9cd1cfed486803a75bffced695d45eb8fecb506  # block 78867709
0x020465efbddab24469474ad23553f94c677b372cb3601e5b5fa2fb30b1e1aa6c  # block 78701109
0x0208096f4b5a1f45b848d7d22024e0b787006ca89df27c6cea8cc295ea069961  # block 79188349
0x020ea1ebaf2cb47504cc2eb37380610f519edadcd191f765b65391d9bed1ceac  # block 79882829
0x0213c2155c4043059e3b4d065518b9b5df7d4cd6cee175f851e75e606c4602fe  # block 79988989
0x0213ca72d93014e7ec1b2241ebd05d705e895ffdc3aedb15f92c3f10fea22bbc  # block 79564176
0x021cd9f9bb3e0488a007f8a3999ad1804fa06d83393bd1e9372bc032baa88b3d  # block 78868659
0x0221d8e4d3b27adf43e899e06df3f3fde299d0e582b1e2a2e6d7506221d90669  # block 79921399
0x0224bbdda9e94baecd001332bc271fe262befcb04fc8aecc6695b245aa590d42  # block 79945279
0x022d1d18d9ddaa966d31cd8e740c0656f1ba12ff913b6da1edea59d80674edfd  # block 78899700
0x022fe2670bc46f461797446554a4073eddce9919cd4d387b110b56b2d37a6887  # block 78966572
0x023271b3a076f5f5845705183d16151baaa593bd7a87d4cf1adc17905c8294f9  # block 79849490
0x0233f79cc8840fa799f5320977a6b0f6f37ae33774d9e384ebc710cbf7d91dd5  # block 79590278
0x0237e5890c43b16059fd536463e5dccff0cb2239723ba882e64c2768ea2bbb32  # block 78443637
0x023b1f295b44fc6145ee3149ce7d4fcf161437f8de82043fe3f80f17af121dc0  # block 79657669
0x024d4c95454f3f2f3a813478f92225feec405fcd4f7c4deec72a53a61f868f46  # block 79918186
0x02517b5a8ddb893705aa836c258ddd4ad0025f22b9b155f9b8737d52e8697834  # block 80527809
0x0252bc6e1818da033b0c62f722ecb722197c313332525fb04c38c90df276b3ef  # block 79133574
0x025453721f979129a1eb119e004d652f19a67074aec3011fbe6e1d9ddf0cfd42  # block 80570047
0x02549bc524e40f8af32e29723d256518a7ba62f10d0c0d5bc7152dc35949b91c  # block 79976814
0x0260cdfed27734af92adc5d5b440bd7ce7d5d8ae1baf970f2a2be3c4677ef79d  # block 78874261
0x0261dcb04817b948f062a65d194922746cd132b032160964bf7d34bfadd6b856  # block 80507826
0x0261dcbd54130e0b335e0ea9b4bc2ec5993aac4f68a6a79f7ac8049cbcb9d48e  # block 78967204
0x02644843d534bbb0a3fb711043a34331c47ddb7d388fd12f5ade4f116efb4eac  # block 79717953
0x026977ed555932872f500d6c534faa9dc101fcd64fc92bddb13d3b8305cee422  # block 79255933
0x026ee7e09e547a1acde2f4d7efeb3b528f70bf7d59eac924a8a951940b73b7f4  # block 79927124
0x02766b1244c88a3489268323eb1b5232ff4ec5d162e59245cdbc24da4bb29dc2  # block 78753027
0x027a55c5f1d32155ed95aab0f4b29a3cd7c8b76d37d07c4a73c5f1c10b336ebe  # block 79940410
0x028410593aca63347fa7f37a87b2447e2f29d4e645809bbb166818bb60d339a5  # block 80606715
0x0286a246f5f75954cd7f4c6f47f9794bd917d0c71010f1aa587718c07ce4dba2  # block 79105011
0x02876f0ef7bfae65c9f65e23d0f1b8228aa2c8abcc99505b1436b62461cf2dc3  # block 79860273
0x02885bdeaebdc0da61c244c93bd3ec669aecfd6f2707babca76bdfc7dd55ba1e  # block 78960311
0x028ca31758d2856bd63e98cae1d0e37d576bb08f36b52ba68a90c9dedfcc0b5e  # block 78540793
0x028ecd26e79f1b84a027c13b1ab8dfa78949e1de1bcdff6db5b2a9983aa10547  # block 80508656
0x0290ae7bc7e1718d9066a2c9f6c7d28f848d4a3fcf3fb3b6d103c41393b9b6b2  # block 79567382
0x029108f1f8688b2ef35df5e5a99ce2ad3ab28546e0f17a3c887f26e31dba849c  # block 78919071
0x029466abb82553407f2abb8b59474f5d98501946c4ecfc501e80fba810351699  # block 79714172
0x029479158b51468b050e3a1bb8b31e5ef7a22704aacd4e0b98606cc7cb5cd1bf  # block 79125736
0x029b319c567aeeaabd980b2eac0c8a4fa2fe09849efc1ef7f8a2c683063c5151  # block 79909290
0x029d158058808a69766f691ae645785e142bc5700900f440a4cbbece850f767a  # block 80475856
0x029d9c3237e732f6cc11aa8324dc79b0b319fb2e8ce722ffded16e5471295056  # block 78387606
0x029fa9bd5258695174fcb12daf8165ef0e42482d9f7534c8b5565c493fb27e54  # block 80255598
0x02a5c43bc043ee6a6e0ae99773dc6abcc144dd107502165746115889f87fc941  # block 79122867
0x02ac4375e6d858600f5250d061f74522e1c0eb4b00799e6ed235de33b200314f  # block 79145615
0x02bea43ce6c04926692bd45946599e3693abf79fa1cf7b3ab67e3bbebcacf77e  # block 78607286
0x02bfbc2befe280a0e739357b2c4ac8e42d677cd36e46d2c827dd29bcb0a74b35  # block 78766425
0x02c33cff24850e33ac2fb551c9a49ade98f91a1a45930f5dc3fd07458e7ffbe6  # block 79045797
0x02c4692cb51d6d0d9b6949ae176ca0e7f0e70d53434175d44a2ee263063092ac  # block 78669545
0x02c5a64718d664bb76370f199cf315d23f39ce59193dc40150fa1cd21080e942  # block 80285189
0x02c640ed0fe4063dc11f6b3d988bdcf9e6d3c8a99b6aa10a2d0e37a1dfeae153  # block 78375140
0x02c7d5385e2dff200da1d5003757f4046a6cb526d21d1704c586db83cd7396d5  # block 78532138
0x02d2630639b9b595bb23f77a5ee544cbaf27c29bac859614af74ac8682ff8cda  # block 78929309
0x02d572efec13b8aeda742dfe93d290f11623cf83c034c1dfd940ac7a580ef4aa  # block 78573654
0x02d80b600cdc3c21c48be99779a322b3ba82d17bc48d5a62271141764cfbeb72  # block 80559876
0x02da8e8c4bb772a9db195c26bbfd422bc280bd0dbd8b6acb387921d9c3322130  # block 79718449
0x02de783446aa6a4591dfe667c38b114c548cba1cc0ccc630b05457c452a6784f  # block 80109358
0x02e1759d00a81664e6e74872b82d9d8070d4c822721a8a8e416b789e809fb3a0  # block 78730271
0x02e6f81d6bbf8f022580e3e7fd0f477bd93b1b126241e5f7721c78bb175f7dee  # block 80473133
0x02ef9a264e043fc204c1ac50d703b751d92db31b479381712fc050707c89a69c  # block 78471115
0x02f04a1a61778ae759e16903a294cc9ac4bdd92843436036b85e40396871a00b  # block 78560024
0x02fa2029b3345dc4ba863c59bce29fc94b96e1d5bab3bd5eb81641da9d81df6a  # block 79991276
0x02fdf0bd7ba1df914a37f5f52de6f3da84475cfd9cfc871e6dcfd6db0d8b5fb9  # block 80437709
0x02ff7f5deb8a6f7365cdf885371ffb044e4062fe811a61f6039468a3f68853c8  # block 79251212
0x030130e2ecc11ed864eab6d5b1a0bf52b83fec5de5f9bd70c1a60d130a33d24a  # block 80133891
0x0305e524f4a49766850c15589501eed2041b6cf52f13868c48580ff820bc8073  # block 78938915
0x031490c2addedf0f8aa6fc7280fbb46cba0fb7b9ca60740ca91d8cffe6aeb87d  # block 79206059
0x0317a55dbbb77657e13908726bb98ec15ec633c1157e8cf477e424eaba44ea33  # block 78961614
0x0320a06128b024bc9b3099869f33071e0303874282fe33df6123912abda37173  # block 78955889
0x032167d4b1e93cc72fa22ea0567685f71e0b581e42c6fd6446ac7e55b6cdbbf1  # block 79427232
0x03249396418d6a16abf255b0a8aea532c93b90e581d58d14f3a74511be751a1e  # block 79219413
0x03255f1ecae0e2b2a07384d63bccfae8b99721f9ccc2406bdd726cf9a48cca11  # block 78942209
0x0327aebc42a6325b6b4362a34b886488118af3b594191d6e8fba9673669605e4  # block 79613175
0x03327e6de1f53ab04207dc9edab2c9e26c87683dda3b4ca4bb140c41971f2998  # block 80165050
0x03341261fa083c9c5eb9af02182758efded73abfa0f32ed83a113e8fcef6d191  # block 79096905
0x033567761dad6f6f878a7b3b85d31b86b2ae437f03b6912ad11c6a797b2c0428  # block 79310148
0x0339fe77ece14443c3d6c88150db15e94c2a54c9ed36ee3282ca48c6f0c9d43e  # block 78660439
0x033c2e9931799a9e14bdb8c1b9b299af2f8e3b1f0de320921942b74774f5b595  # block 79852989
0x034073dfe52e3a7968a341a8a287c3b78391524ec25fa1a48a6994657b48a534  # block 80537634
0x034afb02234d1fd97d626746634a5434b8257f90f006527101cd7e424972c17e  # block 78534113
0x034d5d3df0c8c3a434e4ed1e96471b068d615ea2c0684e57394e7f80f0c03b76  # block 79887676
0x034ff3a6010cbd00af61d22ab5f61044ba4c1dfcb48ebe2826f52e7e23ca4f49  # block 78790407
0x035253ad2563a36e151bab1de0679897565f68fd2d1c945964058f263b11521a  # block 79098821
0x0354bc4f20b3d399b63c4a97cbc1778e95e5f61430d501557e11a94c7bb0bdf9  # block 79896447
0x035717af5d7233d08ea06dd9f856120d1696eae15dee7e0435b3f886ce0bac87  # block 80279167
0x03592e227026c686068a44b110338aa9ff868eeab818437cea3d9cf77ef3f3f8  # block 78497036
0x035b7856af00e82dd0215eaf51309efdce4cf27ad89cf49955a7306edc2b606c  # block 80206045
0x035c8a3fa4feeb344895e4a165bbbed2e1477d9c1734819966d978e8b0593a4c  # block 80189635
0x0362ccfd4214df10d0cd3ebb79ba27ada4155c98f4605a4e7a635dcdfc567c75  # block 79389690
0x03681fe503bd75ec590f35411ff610cbbac0a41af93b129d3224ba7bd82e38a2  # block 79719289
0x037ada37ed19657ff6346b34d788436dbcd6bc3c466f9be92fc14a0b01a32152  # block 79536443
0x037f4ba39322d84838919afc5c66f4cd9136d8a1317da872cda14fed79efa0ef  # block 79654852
0x037fd0ee4f2ac945efae178e722910042ad5489234af9520401107b530df1678  # block 78969676
0x038063e2190ddc1cd88e485e0c2527c65239ebf2329f4661e8b670bb42c4f3a6  # block 80541255
0x038509d08e0bb318cb8403e257e355097419c53220495886f6a6ea0a1a22ff56  # block 78964647
0x03866613e714c6ea7d1f395cd896dae221ded224bcb4cc0e36527bbf7912b9e4  # block 78546919
0x0386a8342bdcaa311b1643c66d3f9243df06cc0b450b10fa4ac05a54bfe6c296  # block 79725573
0x0389a480d2d14cd6182a24ecd179d2e2eb153d262b4c21f7a90192edb6752229  # block 79563323
0x0389e222c6085b0733da3b5640055a512dce4cea5db15aa5362df7dd63f8cf4a  # block 79706793
0x038a4a7c910a6b733033191ab8740289619a6d8a574a992a2051e872a5bb7d0b  # block 80535064
0x03913b9e86373c02982eefc99c80adcc778791acee3deb5a7d31218726bf0283  # block 78807240
0x039227306f55a1b3b760b2a8a96f0a7ff033dc299c46024fed0ac3fd0f990e2a  # block 80557880
0x0394b050e3115050b2660038f1f70fc2f6d8c459d60cded979ed1350c517ad81  # block 80482831
0x039693302b612166e67af79544c52a470a05bbc1796b83eea8f767979f1df7f2  # block 80370270
0x03977da042088b8d8b2cb5989743eb958c99501206996642deaf6a2a689d9f68  # block 79061173
0x0399a636ce58e03efd1461bc541f68286f08628f9fd5a59efc7cc73771990155  # block 80511042
0x039be6e7cabea85b10dd3a2530e718954cb28538c26435599916503c42b99334  # block 79141240
0x03a0edff5d5955742d670fad4a91972badd478a13a8bd0ff7e3f92277dfc9623  # block 78712761
0x03b123da2b36cc35e3a45295511fae161a9e5de2364b48f48adec83d1aae3c71  # block 80607561
0x03ba4560ed28146ee60917477839c442439d0e893797a094417a8c4769d1f6c7  # block 80348387
0x03ba46e8656faee7a99322a45ee3599cd4163ea795d5b9e22059d9ef8ccece8b  # block 79722427
0x03ba5f15177edf6777b0972087f16a1a8f9f5fcd01e4cc4f6bffc9abb8d0d099  # block 79386557
0x03bd1733a3bfa7754186c087993c87400d42572c8c1318dcec632d5c1d5c4e65  # block 80613827
0x03bdca2aadabd596af3c1d6ef8bd84c47eef9102e98fbfdd49c3e5ce02f875b6  # block 79678999
0x03d1cc13081fe50ac7b3c58e06dfc558f4bfcb2fb1fd341c31668d92275eb833  # block 79152930
0x03d65fb1a615d8734141f159a8b377c7ba3542dd1ec2c0952b045cd33f18b134  # block 80582729
0x03e1eab2bc45e373d2275d03d6fb05c64bff0251587a2c7325c24e8193884f13  # block 79526474
0x03e81a9761b098f85cdde8467f19ef402ef611269ad32a1e0b76e51a77010b90  # block 80392439
0x03ec6758deabdbb082b1d2f133c3a7d80eb7fd952471df737ce39c7a523db97f  # block 79230132
0x03ed876b9434c3dfec7ef0fee5f39952b94c5420164754eb565dd29933a398b7  # block 79709886
0x03fe8ec82dd30dc192cc98692a7d7df867917232ccb417f243a51ba0db9edc26  # block 79026216
0x03ff94b39b9447e2f3b5a294f1549b6298fcbc310c79d96c4c6d887b15178234  # block 78704316
0x040127240cf78c5639e1815332569073ba5b49e36592162071c2174631fba616  # block 79280372
0x04082ef2dea16949db326ee5a5c303a57089ce0b10f5dcd3d67cf3676c787170  # block 79737471
0x040d9dcfe94cf9ea3da37cebb40c5b5881e71ee49d29ddc9b1223826785e1c2f  # block 80322179
0x0418ce5832ec597831b4f2da9b8d4aad4f37f8a421a23fef42b99f209775440c  # block 79627876
0x041934806600c28334d98887b4632709f9a0ae2257629e9f16c017467f8ded80  # block 79650990
0x041b4ce298ad1afa3d5deee640d7db7d127593178e140d909485d30b4546defb  # block 79667041
0x0425f4314d4a7593656cbe89764952dfa605b0e14da80684d1b062008705c2d4  # block 78709701
0x0428ab3dd3f8ca89a046721aa6d51940125def7f8cd5d6b9cf6df98646803750  # block 78703269
0x0428d1ca767a1b61f369893041effbd974d36b0abc1dfda9c3dbe307c059c50d  # block 79600679
0x04298bf751eb6a18707f8fac3ee6daa33aad128e3029bc40d5ddfd28e446ea36  # block 79852633
0x042d56c61b8e3e398df75a2c00109ea14ef622e2ded586151e4e2ff92567e143  # block 80493699
0x042ea8ff0a4a6f36feb0b65b83d6821f75d95170229ae81dffe4adec91f3c757  # block 79032816
0x0435d1d8d3507d3c6836452d1cbd8b4d05e9feda3c98cb7255e86f86cc4875d8  # block 80568860
0x043c3fb1f503afb3a1a032f844eadce91b2a462b1150fbb8a007964e6e1501de  # block 78592559
0x0441a49de745f1a02b258453dff3f5c8a2054fcfb6d63ca684416867a1f0c88d  # block 79831447
0x0441d8fe9660b552c2143e275f68223a62cc0e444c6b486b676a08b5687daf53  # block 78966007
0x0447250c36e2213391fc0520ea939f3cad1064a163a468a43bde28f7bc279ea8  # block 78975098
0x044e3417437dfa6ce6fcf82f42d44f0b843866745fbfc308f9f2ebc66e463a88  # block 80535284
0x044f4fab769ad51c2e357b2ff50d560ce2ef509bb9e6b76d7d3e5138983db8c5  # block 79706734
